id,en_sentence,influence,influence_lang,influenced_sentence
736,"As an executive committee member of the W.N.B.A.’s players’ union, Clarendon has also become a voice for social justice for the league this year.",0,es,"Como miembro del comité ejecutivo del sindicato de jugadores de la WNBA, Clarendon también se ha convertido en una voz de justicia social para la liga este año."
737,"As a people oriented government, we are committed to protecting life, property and humanity of our people.",1,fr,"En tant que gouvernement axé sur le peuple, nous nous engageons à protéger la vie, les biens et l'humanité de notre peuple."
738,"“As a plenary speaker you will have a high-level audience including policy makers, investors, international organisations, universities and private information technology and education partners.”",0,es,"“Como ponente en el plenario tendrá un público de alto nivel, incluyendo responsables políticos, inversores, organizaciones internacionales, universidades y socios privados en tecnología de la información y educación”."
739,"As a pro- people Assembly, it is our duty to make sure that our parents, brothers and sisters are safe from attacks by these ZANU PF thugs.",1,fr,"En tant qu'Assemblée pro-peuple, il est de notre devoir de nous assurer que nos parents, frères et sœurs sont à l'abri des attaques de ces voyous de la ZANU PF."
740,As a result an old Irish tradition dictated that any man refusing a woman’s Leap Day proposal must give her a silk gown.,1,fr,"En conséquence, une vieille tradition irlandaise dictait que tout homme refusant une femme de proposer Leap Day doit lui donner une robe de soie."
741,"As a result, bidets carried a negative stigma that still lingers to this day.",0,es,"Como resultado, los bidés llevaban un estigma negativo que aún persiste hasta el día de hoy."
742,"As a result, he excluded the Director of the CIA and the Chairman of the Chiefs of Staff Committee from regular meetings of the National Security Council.",1,fr,"En conséquence, il a exclu le Directeur de la CIA et le Président du Comité des chefs d'état-major des réunions ordinaires du Conseil national de sécurité."
743,"As a result, it contributes to miseducation.",1,fr,"En conséquence, elle contribue à la mauvaise éducation."
744,"As a result, many young girls are unwilling to join as ASHA workers or do not stay for long in the job,” she said.",0,es,"Como resultado, muchas niñas no están dispuestas a unirse como trabajadoras de ASHA o no se quedan mucho tiempo en el trabajo”, dijo."
745,"As a result, not all local communities are adhering to Abe’s request to close schools.",0,es,"Como resultado, no todas las comunidades locales se adhieren a la petición de Abe de cerrar las escuelas."
746,"As a result of the rising cases, Mr Suga has not outlined his plans for Christmas yet, suggesting he hopes that Japanese people will be able to celebrate with their families as usual by 25 December.",0,es,"Como resultado del aumento de los casos, el Sr. Suga aún no ha esbozado sus planes para la Navidad, sugiriendo que espera que los japoneses puedan celebrar con sus familias como de costumbre el 25 de diciembre."
747,"“As a result, the Bank of Canada will be more concerned with the outlook for other indicators, particularly employment and consumer spending,” Mendes wrote in a research note to clients.",1,fr,"Par conséquent, la Banque du Canada s'intéressera davantage aux perspectives d'autres indicateurs, en particulier l'emploi et les dépenses de consommation, a écrit Mendes dans une note de recherche à l'intention des clients."
748,"As a result, the final day of school would also come earlier, scheduled for May 28 — the Friday before Memorial Day weekend — with the high school graduation falling on May 20, a Thursday.",0,es,"Como resultado, el último día de la escuela también vendría antes, programado para el 28 de mayo — el viernes antes del fin de semana del Día Conmemorativo — con la graduación de la escuela secundaria cayendo el 20 de mayo, un jueves."
749,"As a result, the IPD is expanding its research on vaccine design, targeted drug delivery, 'smart' therapeutics, next-generation nanomaterials and more.",0,es,"Como resultado, el DPI está ampliando su investigación sobre el diseño de vacunas, la entrega selectiva de medicamentos, las terapias 'inteligentes', los nanomateriales de próxima generación y más."
750,"“As a senior member of the Defense Appropriations Subcommittee, I strongly advocated for the funding that made this research possible and am so proud of the work Navatek and other Maine industries do to support our Navy and our nation’s defense.”",1,fr,"En tant que membre principal du Sous-comité des crédits pour la défense, j'ai fortement plaidé pour le financement qui a rendu cette recherche possible et suis si fier du travail que Navatek et d'autres industries du Maine font pour soutenir notre Marine et notre défense nationale."
751,"As a South Jersey native, Frank Vogel has a lot of family and friends living near Philly.",1,fr,"En tant que natif du sud du Jersey, Frank Vogel a beaucoup de famille et d'amis vivant près de Philly."
752,"As at the time of filling this report, news are still sketchy whether security personnel have been deployed in the area.",0,es,"En el momento de llenar este informe, las noticias siguen siendo poco claras sobre si se ha desplegado personal de seguridad en la zona."
753,"As Bloomberg prepared to deliver his remarks, Strong reappeared to commend the mayor for reconsidering and accepting the invitation.",0,es,"Mientras Bloomberg se preparaba para pronunciar sus comentarios, Strong reapareció para elogiar al alcalde por reconsiderar y aceptar la invitación."
754,"As bodies piled up in Italian hospitals, morgues and churches, and as medical workers pleaded for more help, there was no sign that Italy was yet taming its arc of contagion.",0,es,"Mientras los cuerpos se amontonaban en hospitales, morgues e iglesias italianos, y mientras los trabajadores médicos pedían más ayuda, no había señales de que Italia todavía estuviera domando su arco de contagio."
755,"As CBS 2’s Tim McNicholas reported, it happens to be a growing trend in law enforcement.",0,es,"Como informó Tim McNicholas de CBS 2, resulta ser una tendencia creciente en la aplicación de la ley."
756,"As Christa Dao reports, the relaunch plans announced Thursday is welcome news.",1,fr,"Comme le rapporte Christa Dao, les plans de relance annoncés jeudi sont des nouvelles bienvenues."
757,"As closures and lockdowns continue, however, what they hoped to deliver in-person to the public has been translated by the Centre into a virtual exhibition that is on now through February 27.",0,es,"Sin embargo, a medida que continúan los cierres y cierres, lo que esperaban entregar en persona al público ha sido traducido por el Centro en una exposición virtual que está en la actualidad hasta el 27 de febrero."
758,"As clubs seek both technical and managerial strategies for success, rebranding, modernization, and policy direction are still thematic areas that need critical attention.",1,fr,"Alors que les clubs recherchent des stratégies techniques et managériales pour réussir, la requalification, la modernisation et l'orientation des politiques sont encore des domaines thématiques qui nécessitent une attention critique."
759,"A screenshot showing the tracking application StopCovid is seen on a mobile phone in this illustration picture taken in Nantes, France June 2, 2020.",1,fr,"Une capture d'écran montrant l'application de suivi StopCovid est vue sur un téléphone portable dans cette illustration prise à Nantes, France le 2 juin 2020."
760,"As deputies began investigating, they were ambushed with gunfire and multiple improvised explosive devices.",1,fr,"Au moment où les députés ont commencé à enquêter, ils ont été pris en embuscade par des coups de feu et de multiples engins explosifs improvisés."
761,"As Dr Benjamin Chan, he's the state's epidemiologist.",1,fr,"En tant que Dr Benjamin Chan, c'est l'épidémiologiste de l'État."
762,"A search for a new manager will begin immediately, per the team.",0,es,"La búsqueda de un nuevo gerente comenzará inmediatamente, por cada equipo."
763,A searchlight battalion included three or four heavy searchlight batteries.,0,es,Un batallón de focos reflectores incluía tres o cuatro baterías de focos reflectores pesados.
764,"A senior administration official disputes that Kushner told senators that DACA would be part of a larger immigration package, saying the president is considering various options as he waits for the Supreme Court decision.",1,fr,"Un haut fonctionnaire de l'administration conteste que Kushner a dit aux sénateurs que la DACA ferait partie d'un paquet d'immigration plus vaste, disant que le président envisage diverses options alors qu'il attend la décision de la Cour suprême."
765,A senior executive decided to resign amid the furore.,0,es,Un ejecutivo senior decidió dimitir en medio del furor.
766,"A senior government official, his wife and a staff member were killed after a private car in which they were travelling crashed into the wall of a culvert on National Highway 47 near Chotila town in Surendranagar district on Sunday.",1,fr,"Un haut fonctionnaire, sa femme et un membre du personnel ont été tués après qu'une voiture privée dans laquelle ils voyageaient s'est écrasé dans le mur d'un ponceau sur la route nationale 47 près de la ville de Chotila, dans le district de Surendranagar, dimanche."
767,A senior official with the Department of Homeland Security tells ABC News that the shooting is related to the protest over George Floyd's death.,1,fr,Un haut fonctionnaire du ministère de la Sécurité intérieure dit à ABC News que la fusillade est liée à la protestation contre la mort de George Floyd.
768,A senior police leader has backed the officers who stopped a car carrying a black MP and hit out at “trial by social media”.,1,fr,Un haut responsable de la police a soutenu les officiers qui ont arrêté une voiture transportant un député noir et frappé au procès par les médias sociaux.
769,"A senior police official said Khanchandani's statement was recorded twice and his role was identified during the interrogation of the channel's distribution head Ghanshyam Singh, who was arrested earlier.",0,es,"Un alto funcionario de la policía dijo que la declaración de Khanchandani fue grabada dos veces y que su papel fue identificado durante el interrogatorio del jefe de distribución del canal, Ghanshyam Singh, quien fue arrestado antes."
770,A series of very-high frequency (VHF) antennas around the world can provide astronauts with voice-only communications in the unlikely event of an emergency.,0,es,Una serie de antenas de muy alta frecuencia (VHF) en todo el mundo pueden proporcionar a los astronautas comunicaciones de voz en el improbable caso de una emergencia.
771,"As Ernest Hemingway once observed, “As you get older it is harder to have heroes, but it is sort of necessary.”",1,fr,"Comme Ernest Hemingway l'a observé une fois, Comme vous vieillissez, il est plus difficile d'avoir des héros, mais il est en quelque sorte nécessaire."
772,Asexuality always felt like it fit.,0,es,La asexualidad siempre se sintió como si encajara.
773,"As far as she's concerned, Kenney is ""opening the floodgates to more private health care.",0,es,"En lo que a ella respecta, Kenney está ""abriendo las compuertas a una atención médica más privada."
774,"As for Hannah-Jones’s assertion that Lincoln “opposed black equality,” it cannot withstand scrutiny.",0,es,"En cuanto a la afirmación de Hannah-Jones de que Lincoln “opuso a la igualdad negra”, no puede resistir el escrutinio."
775,"As for how the MTA will close its 472 stations, Chief Safety Officer Pat Warren said some have gates that will be locked, while others will have a police officer stationed outside to keep people out.",0,es,"En cuanto a cómo el MTA cerrará sus 472 estaciones, el Oficial Jefe de Seguridad Pat Warren dijo que algunos tienen puertas que estarán cerradas, mientras que otros tendrán un oficial de policía estacionado fuera para mantener a la gente fuera."
776,"As for the future of the Republican Party, he points to gains the GOP has made among African Americans and Latinos as a hopeful sign.",1,fr,"Quant à l'avenir du Parti républicain, il souligne les gains réalisés par le GOP parmi les Afro-Américains et les Latinos comme un signe d'espoir."
777,"As for the last outing, Rambo: Last Blood brought in $91.5 million on a $50 million budget and carries a stark divide amongst critics and the general audience, reflected in its audience score on Rotten Tomatoes.",1,fr,"En ce qui concerne la dernière sortie, Rambo: Last Blood a apporté 91,5 millions de dollars sur un budget de 50 millions de dollars et comporte une fracture marquée entre les critiques et l'audience générale, reflétée dans sa partition d'audience sur Rotten Tomatoes."
778,"As for the Miami venue, it's well-versed in debates, reports : It held the first Democratic presidential primary debate in 2019.",0,es,"En cuanto a la sede de Miami, está bien versada en debates, informes : Celebró el primer debate presidencial demócrata en 2019."
779,"As for the warranty, ASUS guarantees the parts for one year.",1,fr,"Quant à la garantie, ASUS garantit les pièces pour un an."
780,"As for the Warriors, they’re surely hoping Wiggins will be able to flourish next season and beyond when he’s surrounded by the superstar trio of Stephen Curry, Klay Thompson and Draymond Green.",1,fr,"Quant aux Warriors, ils espèrent sûrement que Wiggins pourra s'épanouir la saison prochaine et au-delà quand il sera entouré du trio superstar de Stephen Curry, Klay Thompson et Draymond Green."
781,"As funny as Andy is, some of his academic achievements don't line up.",0,es,"Por gracioso que sea Andy, algunos de sus logros académicos no se alinean."
782,"As he cuts back and forth between chapters of Ewan’s book and what is happening to Maggie as she begins the renovation work, it becomes increasingly difficult to tell which one of them is telling the truth about Baneberry Hall.",1,fr,"Tandis qu'il coupe entre les chapitres du livre d'Ewan et ce qui arrive à Maggie alors qu'elle commence les travaux de rénovation, il devient de plus en plus difficile de dire lequel d'entre eux dit la vérité sur Baneberry Hall."
783,"As he left the White House for his first major trip in two months, Trump said he was not concerned about a new University of Washington IHME forecasting 134,000 deaths by August -- taking into account states easing restrictions.",0,es,"Al salir de la Casa Blanca para su primer viaje importante en dos meses, Trump dijo que no le preocupaba que una nueva Universidad de Washington IHME pronosticara 134.000 muertes para agosto, teniendo en cuenta las restricciones de los estados."
784,"As high as 200 to 300 meters, a few dunes are there that are perfect for sand skiing.",0,es,"Con una altura de 200 a 300 metros, hay unas dunas que son perfectas para el esquí de arena."
785,"As Hilary George-Parkin previously reported for The Goods, “the coronavirus outbreak has created an unlucky confluence of spiking demand and widespread supplier delays” since the crisis isn’t contained in a single state or country.",1,fr,"Comme Hilary George-Parkin l'a déjà signalé pour The Goods, l'épidémie de coronavirus a créé une confluence malchanceuse de la demande piquante et des retards généralisés des fournisseurs, puisque la crise n'est pas contenue dans un seul État ou un seul pays."
786,Ashley Tisdale Breaks Free From Depression on New Song 'Love Me and Let Me Go',0,es,Ashley Tisdale se libera de la depresión en la nueva canción 'Amame y déjame ir'
787,"Aside from platters and an a la carte menu with a variety of Asian and American dishes, the hotel is also offering Bento boxes, and is taking orders for celebration cakes, breads and pastries.",0,es,"Aparte de platos y un menú a la carta con una variedad de platos asiáticos y americanos, el hotel también está ofreciendo cajas de Bento, y está recibiendo pedidos de tortas de celebración, panes y pasteles."
788,As if snapping the ball wasn’t hard enough.,1,fr,Comme si c'était pas assez dur de casser la balle.
789,A similarly vulnerable group are adults with lower education or lower levels of cognitive skills who require ‘contextualised learning opportunities.’,0,es,Un grupo igualmente vulnerable son los adultos con menor educación o niveles más bajos de habilidades cognitivas que requieren “oportunidades de aprendizaje contextualizadas”.
790,A similar pattern is visible in loans given by private banks and NBFCs.,0,es,Se observa un patrón similar en los préstamos concedidos por bancos privados y NBFC.
791,"A simple, common sense approach would have been to establish “Indigenous Peoples Day” on almost any other date and keep Columbus Day.",1,fr,Une approche simple et de bon sens aurait été d'établir la Journée des Peuples Indigènes à presque n'importe quelle autre date et de garder la Journée de Colomb.
792,"As important as the US President is, there is a lot more to the federal, state and local governments, and they might not be aware of it.",1,fr,"Aussi important que soit le président américain, il y a beaucoup plus pour les gouvernements fédéral, étatique et local, et ils pourraient ne pas en être conscients."
793,"As in Election Campaign 2016, Donald Trump isn't the cause but a symptom (though what a symptom!) of an American world going down.",0,es,"Al igual que en la campaña electoral 2016, Donald Trump no es la causa sino un síntoma (¡aunque qué síntoma!) de un mundo estadounidense que cae."
794,A single one-minute 8K video will be around 600MB.,1,fr,Une seule vidéo d'une minute de 8K sera d'environ 600 Mo.
795,"As I said before to find some rhythm in the middle, often it can be one shot away.",1,fr,"Comme je l'ai déjà dit pour trouver un peu de rythme au milieu, souvent il peut être un coup loin."
796,"As I said earlier, it is just both of us in the movie most of the time.",0,es,"Como dije antes, somos solo los dos en la película la mayor parte del tiempo."
797,"“As I see it, his problem is that he’s not actively seeking out women who are.”",0,es,"“Como yo lo veo, su problema es que él no está buscando activamente a las mujeres que son.”"
798,"As is typical of the genre, each episode deals with a new FBI case file involving human remains and the special agent who works alongside a forensic anthropologist to try and solve it.",1,fr,"Comme il est typique du genre, chaque épisode traite d'un nouveau dossier du FBI concernant des restes humains et de l'agent spécial qui travaille avec un anthropologue médico-légal pour essayer de le résoudre."
799,"As it turns out it's good advice, it's just a shame Grace doesn't take it herself.",0,es,"Resulta que es un buen consejo, es una pena que Grace no lo tome ella misma."
800,"As it turns out, this particular bakery had to shut down for 11 weeks during the coronavirus pandemic and just reopened on June 15th.",0,es,Resulta que esta panadería en particular tuvo que cerrar durante 11 semanas durante la pandemia del coronavirus y reabrió sus puertas el 15 de junio.
801,"As jurisdictions released more demographic data on coronavirus deaths, they show clear racial disparities.",0,es,"A medida que las jurisdicciones publican más datos demográficos sobre las muertes por coronavirus, muestran claras disparidades raciales."
802,Ask a Trooper: What should drivers do if stopped with a firearm?,0,es,Pregunte a un soldado: ¿Qué deben hacer los conductores si se detienen con un arma de fuego?
803,"Asked about the confidential forecast, White House spokesman Judd Deere said: “This is not a White House document, nor has it been presented to the Coronavirus Task Force or gone through interagency vetting.”",0,es,"Al preguntarle sobre el pronóstico confidencial, el portavoz de la Casa Blanca, Judd Deere, dijo: “Este no es un documento de la Casa Blanca, ni se ha presentado a la Fuerza de Tarea Coronavirus ni ha pasado por una investigación interinstitucional”."
804,"Asked to leave restaurant, Arizona man ate pissed, and left.",1,fr,"Interrogé de quitter le restaurant, l'homme de l'Arizona a mangé en colère, et est parti."
805,"Asked why the group believed this, a man shouted “We have proof!” but declined to elaborate.",1,fr,"Interrogé pourquoi le groupe a cru cela, un homme a crié ""Nous avons la preuve!"", mais a refusé d'élaborer."
806,"Asking for an audit is also outside the purview of the board, whose only role is to canvass and certify election results.",1,fr,"Demander une vérification est également hors de la compétence du conseil, dont le seul rôle est de recueillir et de certifier les résultats d'élection."
807,Ask the dinosaurs.,0,es,Pregúntale a los dinosaurios.
808,"As long as health metrics remain positive, Classic Cinemas plan to reopen Friday June 26, but with precautions, for instance, all theatre goers will have to wear a mask until they are seated.",1,fr,"Tant que les mesures de santé resteront positives, Classic Cinemas prévoit de rouvrir vendredi 26 juin, mais avec des précautions, par exemple, tous les spectateurs devront porter un masque jusqu'à ce qu'ils soient assis."
809,"“As long as R is above one, the epidemic continues to grow and it will continue to grow at a reasonable rate,"" said Sir Patrick Vallance.",0,es,"“Mientras R esté por encima de uno, la epidemia seguirá creciendo y seguirá creciendo a un ritmo razonable”, dijo Sir Patrick Vallance."
810,As long as they aren’t relying on him to complete many passes it’s probably fine.,0,es,"Mientras no dependan de él para completar muchos pases, probablemente esté bien."
811,"As long as they’re reported, the voter can make their own determination on whether a candidate is beholden to certain interests.",1,fr,"Tant qu'ils sont signalés, l'électeur peut décider lui-même si un candidat est tenu à certains intérêts."
812,"As many as 4,721 new Covid-19 tests have been carried out, the ministry said, taking the total to 262,869.",0,es,"Hasta 4.721 nuevas pruebas de Covid-19 se han llevado a cabo, dijo el ministerio, llevando el total a 262.869."
813,"As mentioned before, Olsen had clear connections with Buffalo and Washington.",1,fr,"Comme mentionné précédemment, Olsen avait des liens clairs avec Buffalo et Washington."
814,"As Miami’s Derrick Jones Jr. was polishing off an impressive (if slightly controversial) win over Orlando’s Aaron Gordon, Howard was a mere spectator, eliminated after his first two dunks and finishing fourth.",1,fr,"Alors que Derrick Jones Jr. de Miami était en train de polir une impressionnante victoire (si légèrement controversée) sur Orlando, Aaron Gordon, Howard était un simple spectateur, éliminé après ses deux premiers dunks et terminant quatrième."
815,A snap from Chelsea’s Cobham HQ showed the 25-year-old in action after making a save.,1,fr,Le QG de Chelsea's Cobham a montré le jeune homme de 25 ans en action après avoir fait un sauvetage.
816,A snapshot of the active cases by district in Calgary as of Oct. 27.,0,es,Una instantánea de los casos activos por distrito en Calgary a partir del 27 de octubre.
817,"As of April 2, it said most of its employee base is now working remotely.",1,fr,"En date du 2 avril, il a déclaré que la plupart de ses employés travaillaient maintenant à distance."
818,"As of Feb. 28, there are 15 other confirmed cases of the coronavirus in Canada — seven in British Columbia, seven in Ontario, and one in Quebec.",1,fr,"En date du 28 février, il y a 15 autres cas confirmés de coronavirus au Canada : sept en Colombie-Britannique, sept en Ontario et un au Québec."
819,"As of Friday, are still not under full stay-at-home orders, even though federal health officials believe such measures can help slow the spread of the virus.",0,es,"A partir del viernes, todavía no están bajo las órdenes de quedarse en casa, a pesar de que los funcionarios federales de salud creen que tales medidas pueden ayudar a frenar la propagación del virus."
820,"As of Monday Halton Region is reporting 36 positive cases of COVID-19, with 16 residing in the Oakville area.",0,es,"A partir del lunes Región Halton está reportando 36 casos positivos de COVID-19, con 16 residiendo en el área de Oakville."
821,"As of Nov. 20, there were only cases remaining on the third floor.",0,es,"Al 20 de noviembre, sólo quedaban casos en el tercer piso."
822,"As of the March 11 transition, WMEA will operate from a Dielectric TFU Series UHF end-fed antenna, with vertical polarization.",1,fr,"À compter de la transition du 11 mars, la WMEA sera exploitée à partir d'une antenne de la série TFU diélectrique alimentée par l'UFU, avec une polarisation verticale."
823,"A somewhat nebulous emotion, awe generally is defined as the sense that you are in the presence of something larger and more consequential than yourself and that this something is mysterious and ineffable.",0,es,"Una emoción algo nebulosa, generalmente se define como el sentido de que usted está en presencia de algo más grande y más consecuente que usted mismo y que este algo es misterioso e inefable."
824,"As one of the largest employers in the community, HSU can and should do whatever it takes to maintain a full, steady, stable workforce to help the area’s economy survive COVID-19’s shutdowns.",0,es,"Como uno de los empleadores más grandes de la comunidad, HSU puede y debe hacer lo que sea necesario para mantener una fuerza laboral plena, estable y estable para ayudar a la economía de la zona a sobrevivir a los cierres de COVID-19."
825,"As one racial justice activist politely put it: “Even his set of relationships, I’m quite sure, are geared toward his world.”",1,fr,"Comme l'a dit poliment un activiste de la justice raciale : « Même son ensemble de relations, je suis sûr, sont orientées vers son monde. »"
826,A source said the gunmen abducted the bishop and his driver in his car and whisked them away to an unknown destination.,1,fr,Une source a dit que les hommes armés ont enlevé l'évêque et son chauffeur dans sa voiture et les ont fouettés vers une destination inconnue.
827,A source told The Sun: “He was amazingly brave.,0,es,Una fuente le dijo a The Sun: “Fue increíblemente valiente.
828,A source told US publication Page Six that they are currently 'happy playing house in all of Mick's properties around the world'.,0,es,"Una fuente le dijo a la publicación estadounidense Page Six que actualmente son ""felices en todas las propiedades de Mick alrededor del mundo""."
829,A source with knowledge of the matter told CNN at the time that Moore-Gilbert had already been tried and sentenced to ten years in prison.,1,fr,Une source ayant connaissance de l'affaire a dit à CNN à l'époque que Moore-Gilbert avait déjà été jugé et condamné à dix ans de prison.
830,"As part of its ongoing efforts to protect its brand and assets, Tata Steel, along with Punjab Police, raided the premises of Classic Wire Products in Mandi Gobindgarh, Fatehgarh Sahib, Punjab, for selling counterfeit Tata Wiron products.",0,es,"Como parte de sus esfuerzos en curso para proteger su marca y sus activos, Tata Steel, junto con la policía de Punjab, irrumpió en las instalaciones de Classic Wire Products en Mandi Gobindgarh, Fatehgarh Sahib, Punjab, por vender productos falsos Tata Wiron."
831,"As part of its strategy, TCPL is innovating with new marketplace models and expects a larger play in the foods and beverages businesses, where TCPL is expanding its portfolio and sharpening capabilities for the longer term.",1,fr,"Dans le cadre de sa stratégie, la TCPL innove avec de nouveaux modèles de marché et s'attend à ce que les entreprises d'aliments et de boissons jouent un rôle plus important, où la TCPL élargit son portefeuille et aiguise ses capacités à plus long terme."
832,"As part of LaLiga’s commitment to talent development and exposure, in 2019 LaLiga had the MVP of the U-15 tournament youth club in Spain for 10 days.",1,fr,"Dans le cadre de l'engagement de LaLiga pour le développement des talents et l'exposition, en 2019 LaLiga a eu le MVP du club de jeunes du tournoi U-15 en Espagne pendant 10 jours."
833,"As part of our ""Building a Better Bay Area,"" we are focusing on four pillars: health, education, workplace and economy.",1,fr,"Dans le cadre de notre « Better Bay Area », nous nous concentrons sur quatre piliers : la santé, l'éducation, le milieu de travail et l'économie."
834,"As part of the all-encompassing collaboration, real doctors were on set during filming.",0,es,"Como parte de la colaboración global, los médicos reales estaban en escena durante el rodaje."
835,"“As part of the effort, beginning at the subnational level, the Forum will be receiving zonal updates on SARS and Internal security at its Wednesday meeting.",0,es,"“Como parte del esfuerzo, comenzando a nivel subnacional, el Foro recibirá actualizaciones zonales sobre el SARS y la seguridad interna en su reunión del miércoles."
836,"As Pat Perry of the Tour Junkies pointed out, the last five WGC events have been won by players with odds of 20-1 or lower.",0,es,"Como señaló Pat Perry del Tour Junkies, los últimos cinco eventos del WGC han sido ganados por jugadores con probabilidades de 20-1 o menos."
837,"As people learn more about their chosen classes, it takes some practice and tinkering to see what ends up being the best choice.",1,fr,"Au fur et à mesure que les gens apprennent plus sur leurs classes choisies, il faut de la pratique et du bricolage pour voir ce qui finit par être le meilleur choix."
838,"As per KETO BodyTone real reviews, the supplement has not received any complaints or negative feedback.",0,es,"Según KETO BodyTone opiniones reales, el suplemento no ha recibido ninguna queja o retroalimentación negativa."
839,"As per reports in IANS, the & Kajol starrer Dilwale Dulhania Jayenge is back on the big screen, with theatres opening in Mumbai.",0,es,"Según informes de IANS, el estrellador de & Kajol Dilwale Dulhania Jayenge está de vuelta en la pantalla grande, con teatros que se abren en Mumbai."
840,"As per the Greater Chennai Corporation’s (GCC) numbers, there are 360 containment areas in the city as on June 12. There have been reports of quarantined people leaving their houses despite GCC officials warning them repeatedly, not to.",0,es,"Según los números de la Greater Chennai Corporation (GCC), hay 360 áreas de contención en la ciudad hasta el 12 de junio. Ha habido informes de personas en cuarentena que salen de sus casas a pesar de que los funcionarios del GCC les advirtieron repetidamente, no."
841,"As per Vaibhav Choudhary, making the presence of the sportsperson felt over the social media is as important as good in their respective games.",0,es,"Según Vaibhav Choudhary, hacer sentir la presencia del deportista en las redes sociales es tan importante como bueno en sus respectivos juegos."
842,"As philosopher Mortimer Adler observed, “Love without conversation is impossible.”",0,es,"Como observó el filósofo Mortimer Adler, “El amor sin conversación es imposible”."
843,"A spokesman for Boots, who have also seen stores sell out of hand sanitisers in recent weeks, said today: 'We have seen an increase in sales of hand sanitisers but we still have stock available in our warehouses for stores and online.'",1,fr,"Un porte-parole de Boots, qui a également vu des magasins vendre à la main des sanitisateurs ces dernières semaines, a déclaré aujourd'hui: «Nous avons vu une augmentation des ventes de sanitisateurs à la main, mais nous avons toujours des stocks disponibles dans nos entrepôts pour les magasins et en ligne.»"
844,"A spokesman for the Colorado State Patrol says the semitrailer caught fire following the crash and the driver, identified as David McKnight, 43, of Peetz, was later pronounced dead.",0,es,"Un portavoz de la Patrulla Estatal de Colorado dice que el semirremolque se incendió después del accidente y que el conductor, identificado como David McKnight, de 43 años, de Peetz, fue declarado muerto más tarde."
845,"A spokesperson for the group said: “Given the uncertainty and flexibility, one can simply exploit the estimated life cycle curve, especially its rightmost tail segment, to examine and detect when and to what extent the pandemic gradually disappears.”",1,fr,"Un porte-parole du groupe a déclaré : « Compte tenu de l'incertitude et de la flexibilité, on peut simplement exploiter la courbe estimée du cycle de vie, en particulier son segment le plus droit de la queue, pour examiner et détecter quand et dans quelle mesure la pandémie disparaît progressivement. »"
846,A spokeswoman for the Department of Health said they were monitoring the situation.,1,fr,Une porte-parole du ministère de la Santé a déclaré qu'elle surveillait la situation.
847,"As previously noted, at the time of writing, the picture had amassed 10,000-plus likes.",1,fr,"Comme nous l'avons déjà mentionné, au moment de l'écriture, le tableau avait amassé plus de 10 000 likes."
848,"As previously noted, on July 30, she shared another racy pic on the photo-sharing website in which she showed off her style and incredible body in a printed bikini.",1,fr,"Comme on l'a déjà mentionné, le 30 juillet, elle a partagé une autre photo de racy sur le site de partage de photos dans lequel elle a montré son style et son incroyable corps dans un bikini imprimé."
849,"As protests for the death of Houston native George Floyd continue around the country, Gov. Greg Abbott has ordered more help for cities dealing with the aftermath.",0,es,"Mientras las protestas por la muerte del nativo de Houston George Floyd continúan por todo el país, el gobernador Greg Abbott ha ordenado más ayuda para las ciudades que enfrentan las consecuencias."
850,"As reported extensively by Portland-area media, both Andy Inskeep, 44, youth pastor at Ridgefield (Wash.) Church of the Nazarene, and Brandan Raley died at the Marina Beach sandbar near where the Columbia and Hood Rivers meet.",1,fr,"Comme l'ont rapporté les médias de la région de Portland, Andy Inskeep, 44 ans, pasteur de jeunes à Ridgefield (Wash.) Church of the Nazarene, et Brandan Raley sont morts au banc de sable de Marina Beach, près de l'endroit où se rencontrent les rivières Columbia et Hood."
851,"As senators prepare to return to Capitol Hill to take up the bill on Monday, it is worth noting that many of them fit the profile of people most at risk for adverse reactions to this coronavirus: specifically, the majority are senior citizens.",0,es,"Mientras los senadores se preparan para regresar al Capitolio para asumir el proyecto de ley el lunes, vale la pena señalar que muchos de ellos encajan en el perfil de las personas con mayor riesgo de reacciones adversas a este coronavirus: específicamente, la mayoría son personas mayores."
852,"As she does, some of the mysteries surrounding the Epstein case may begin to be revealed.",0,es,"Como ella lo hace, algunos de los misterios que rodean el caso Epstein pueden comenzar a ser revelados."
853,"Assistant Minister for Finance and Charities Zed Seselja said taxpayers subsidise charities through tax concessions and expect the money to go to charitable works, not supporting unlawful behaviour.",0,es,"El viceministro de Finanzas y Caridades Zed Seselja dijo que los contribuyentes subvencionan a las organizaciones benéficas a través de concesiones fiscales y esperan que el dinero vaya a obras benéficas, no apoyando comportamientos ilegales."
854,Assistant Superintendent of Instruction Andrea Cassell said teachers and faculty at the schools have continued to hold meetings with families to help train them on how to use the technology.,1,fr,"Andrea Cassell, surintendant adjoint de l'instruction, a déclaré que les enseignants et les professeurs des écoles ont continué à tenir des réunions avec les familles pour les aider à les former à l'utilisation de la technologie."
855,"As someone who’s spent much of his life in movie theaters, I’m particularly interested in speculation about the future of film distribution.",1,fr,"En tant que quelqu'un qui a passé une grande partie de sa vie dans les salles de cinéma, je suis particulièrement intéressé par la spéculation sur l'avenir de la distribution de films."
856,"As soon as it opens, the man walks right in.",1,fr,"Dès qu'il s'ouvre, l'homme entre."
